uid,period,contr_nrmd,contr_oth_nrmd
115,5,0.15,0.075
115,6,0.5,0.1875
115,7,0.55,0.2625
115,8,0.7,0.1625
115,9,0.05,0.1
115,10,0.75,0.15
116,1,0.55,0.3875
116,2,0.75,0.4
116,3,0.2,0.5375
116,4,0.1,0.2375
116,5,0.2,0.0625
116,6,0.25,0.25
116,7,0.55,0.2625
116,8,0.3,0.2625
116,9,0.15,0.075
116,10,0.6,0.1875
117,1,0.4,0.425
117,2,0.5,0.4625
117,3,0.75,0.4
117,4,0.1,0.2375
117,5,0.1,0.0875
117,6,0.25,0.25
117,7,0.25,0.3375
117,8,0.1,0.3125
117,9,0.0,0.1125
117,10,0.0,0.3375
118,1,1.0,0.3125
118,2,1.0,0.25
118,3,1.0,0.0875
118,4,0.0,0.0125
118,5,0.0,0.3125
118,6,0.0,0.275
118,7,0.0,0.375
118,8,1.0,0.1875
118,9,0.0,0.3125
118,10,0.0,0.0125
119,1,0.5,0.4375
119,2,0.0,0.5
119,3,0.0,0.3375
119,4,0.0,0.0125
119,5,0.75,0.125
119,6,0.25,0.2125
119,7,1.0,0.125
119,8,0.0,0.4375
119,9,0.25,0.25
119,10,0.0,0.0125
120,1,0.75,0.375
120,2,0.85,0.2875
120,3,0.1,0.3125
120,4,0.05,0.0
120,5,0.25,0.25
120,6,0.35,0.1875
120,7,0.5,0.25
120,8,0.5,0.3125
120,9,0.75,0.125
120,10,0.05,0.0
121,1,0.0,0.5625
121,2,0.15,0.4625
121,3,0.25,0.275
121,4,0.0,0.0125
121,5,0.25,0.25
121,6,0.5,0.15
121,7,0.0,0.375
121,8,0.25,0.375
121,9,0.25,0.25
121,10,0.0,0.0125
122,1,0.5,0.625
122,2,0.5,0.6
122,3,0.5,0.525
122,4,0.5,0.525
122,5,0.25,0.4375
122,6,0.5,0.45
122,7,0.25,0.25
122,8,0.25,0.5
122,9,0.25,0.5
122,10,0.25,0.0
123,1,1.0,0.5
123,2,1.0,0.475
123,3,0.5,0.525
123,4,0.5,0.525
123,5,0.25,0.4375
123,6,0.0,0.575
123,7,0.0,0.3125
123,8,0.5,0.4375
123,9,0.0,0.5625
123,10,0.0,0.0625
124,1,1.0,0.5
124,2,1.0,0.475
124,3,1.0,0.4
124,4,1.0,0.4
124,5,1.0,0.25
124,6,1.0,0.325
124,7,1.0,0.0625
124,8,1.0,0.3125
124,9,1.0,0.3125
124,10,0.0,0.0625
125,1,0.5,0.625
125,2,0.4,0.625
125,3,0.6,0.5
125,4,0.6,0.5
125,5,0.5,0.375
125,6,0.8,0.375
125,7,0.0,0.3125
125,8,0.5,0.4375
125,9,1.0,0.3125
125,10,0.0,0.0625
126,1,1.0,0.625
126,2,1.0,0.75
126,3,1.0,0.75
126,4,1.0,0.75
126,5,1.0,0.75
126,6,1.0,0.75
126,7,1.0,0.75
126,8,1.0,0.75
126,9,1.0,0.75
126,10,0.0,0.25
127,1,0.5,0.75
127,2,1.0,0.75
127,3,1.0,0.75
127,4,1.0,0.75
127,5,1.0,0.75
127,6,1.0,0.75
127,7,1.0,0.75
127,8,1.0,0.75
127,9,1.0,0.75
127,10,0.0,0.25
128,1,1.0,0.625
128,2,1.0,0.75
128,3,1.0,0.75
128,4,1.0,0.75
128,5,1.0,0.75
128,6,1.0,0.75
128,7,1.0,0.75
128,8,1.0,0.75
128,9,1.0,0.75
128,10,0.0,0.25
129,1,1.0,0.625
129,2,1.0,0.75
129,3,1.0,0.75
129,4,1.0,0.75
129,5,1.0,0.75
129,6,1.0,0.75
129,7,1.0,0.75
129,8,1.0,0.75
129,9,1.0,0.75
129,10,1.0,0.0
130,1,0.5,0.5
130,2,1.0,0.3375
130,3,0.75,0.2875
130,4,0.6,0.125
130,5,0.0,0.4
130,6,0.5,0.3625
130,7,0.5,0.2
130,8,0.5,0.2125
130,9,0.5,0.175
130,10,0.0,0.3
131,1,1.0,0.375
131,2,0.0,0.5875
131,3,0.25,0.4125
131,4,0.0,0.275
131,5,0.5,0.275
131,6,0.25,0.425
131,7,0.15,0.2875
131,8,0.5,0.2125
131,9,0.25,0.2375
131,10,0.1,0.275
132,1,0.0,0.625
132,2,0.5,0.4625
132,3,0.0,0.475
132,4,0.0,0.275
132,5,0.1,0.375
132,6,0.2,0.4375
132,7,0.25,0.2625
132,8,0.15,0.3
132,9,0.2,0.25
132,10,0.1,0.275
133,1,1.0,0.375
133,2,0.85,0.375
133,3,0.9,0.25
133,4,0.5,0.15
133,5,1.0,0.15
133,6,1.0,0.2375
133,7,0.4,0.225
133,8,0.2,0.2875
133,9,0.25,0.2375
133,10,1.0,0.05
134,1,0.5,0.4125
134,2,0.8,0.2875
134,3,0.7,0.375
134,4,0.7,0.2125
134,5,0.5,0.3125
134,6,0.45,0.125
134,7,0.0,0.2
134,8,0.0,0.05
134,9,0.2,0.0375
134,10,0.0,0.075
135,1,1.0,0.2875
135,2,0.5,0.3625
135,3,0.5,0.425
135,4,0.0,0.3875
135,5,0.25,0.375
135,6,0.0,0.2375
135,7,0.0,0.2
135,8,0.0,0.05
135,9,0.0,0.0875
135,10,0.0,0.075
136,1,0.4,0.4375
136,2,0.55,0.35
136,3,0.6,0.4
136,4,0.55,0.25
136,5,0.5,0.3125
136,6,0.25,0.175
136,7,0.3,0.125
136,8,0.2,0.0
136,9,0.0,0.0875
136,10,0.3,0.0
137,1,0.25,0.475
137,2,0.1,0.4625
137,3,0.4,0.45
137,4,0.3,0.3125
137,5,0.5,0.3125
137,6,0.25,0.175
137,7,0.5,0.075
137,8,0.0,0.05
137,9,0.15,0.05
137,10,0.0,0.075
138,1,0.4,0.4125
138,2,0.4,0.5
138,3,0.5,0.45
138,4,0.4,0.4
138,5,0.7,0.4
138,6,0.45,0.4125
138,7,0.45,0.4
138,8,0.4,0.4
138,9,0.4,0.4125
138,10,0.4,0.2375
139,1,0.15,0.475
139,2,0.35,0.5125
139,3,0.5,0.45
139,4,0.5,0.375
139,5,0.5,0.45
139,6,0.5,0.4
139,7,0.5,0.3875
139,8,0.5,0.375
139,9,0.6,0.3625
139,10,0.0,0.3375
140,1,0.5,0.3875
140,2,0.75,0.4125
140,3,0.55,0.4375
140,4,0.6,0.35
140,5,0.55,0.4375
140,6,0.55,0.3875
140,7,0.55,0.375
140,8,0.55,0.3625
140,9,0.55,0.375
140,10,0.5,0.2125
141,1,1.0,0.2625
141,2,0.9,0.375
141,3,0.75,0.3875
141,4,0.5,0.375
141,5,0.55,0.4375
141,6,0.6,0.375
141,7,0.55,0.375
141,8,0.55,0.3625
141,9,0.5,0.3875
141,10,0.45,0.225
142,1,0.1,0.3125
142,2,0.25,0.475
142,3,0.55,0.3
142,4,0.25,0.1875
142,5,0.5,0.2125
142,6,0.0,0.25
142,7,0.0,0.2
142,8,0.15,0.0875
142,9,0.0,0.0125
142,10,0.0,0.0625
143,1,0.0,0.3375
143,2,0.5,0.4125
143,3,0.7,0.2625
143,4,0.5,0.125
143,5,0.0,0.3375
143,6,0.0,0.25
143,7,0.0,0.2
143,8,0.0,0.125
143,9,0.0,0.0125
143,10,0.0,0.0625
144,1,1.0,0.0875
144,2,1.0,0.2875
144,3,0.0,0.4375
144,4,0.0,0.25
144,5,0.5,0.2125
144,6,0.75,0.0625
144,7,0.5,0.075
144,8,0.0,0.125
144,9,0.0,0.0125
144,10,0.0,0.0625
145,1,0.25,0.275
145,2,0.4,0.4375
145,3,0.5,0.3125
145,4,0.25,0.1875
145,5,0.35,0.25
145,6,0.25,0.1875
145,7,0.3,0.125
145,8,0.35,0.0375
145,9,0.05,0.0
145,10,0.25,0.0
146,1,1.0,0.575
146,2,1.0,0.5375
146,3,0.5,0.525
146,4,0.5,0.5125
146,5,0.5,0.2625
146,6,0.75,0.0625
146,7,0.5,0.1875
146,8,0.5,0.2625
146,9,0.5,0.0875
146,10,0.0,0.125
147,1,1.0,0.575
147,2,0.75,0.6
147,3,0.75,0.4625
147,4,0.75,0.45
147,5,0.75,0.2
147,6,0.0,0.25
147,7,0.0,0.3125
147,8,0.75,0.2
147,9,0.0,0.2125
147,10,0.5,0.0
148,1,0.3,0.75
148,2,0.4,0.6875
148,3,0.35,0.5625
148,4,0.3,0.5625
148,5,0.3,0.3125
148,6,0.25,0.1875
148,7,0.25,0.25
148,8,0.3,0.3125
148,9,0.35,0.125
148,10,0.0,0.125
149,1,1.0,0.575
149,2,1.0,0.5375
149,3,1.0,0.4
149,4,1.0,0.3875
149,5,0.0,0.3875
149,6,0.0,0.25
149,7,0.5,0.1875
149,8,0.0,0.3875
149,9,0.0,0.2125
149,10,0.0,0.125
150,1,0.5,0.375
150,2,1.0,0.25
150,3,1.0,0.1875
150,4,1.0,0.1625
150,5,0.25,0.15
150,6,0.0,0.15
150,7,0.0,0.0375
150,8,0.0,0.0
150,9,0.0,0.0
150,10,0.0,0.0
151,1,0.5,0.375
151,2,0.5,0.375
151,3,0.25,0.375
151,4,0.25,0.35
151,5,0.25,0.15
151,6,0.35,0.0625
151,7,0.0,0.0375
151,8,0.0,0.0
151,9,0.0,0.0
151,10,0.0,0.0
152,1,0.0,0.5
152,2,0.0,0.5
152,3,0.0,0.4375
152,4,0.0,0.4125
152,5,0.0,0.2125
152,6,0.0,0.15
152,7,0.0,0.0375
152,8,0.0,0.0
152,9,0.0,0.0
152,10,0.0,0.0
153,1,1.0,0.25
153,2,0.5,0.375
153,3,0.5,0.3125
153,4,0.4,0.3125
153,5,0.35,0.125
153,6,0.25,0.0875
153,7,0.15,0.0
153,8,0.0,0.0
153,9,0.0,0.0
153,10,0.0,0.0
154,1,0.4,0.5625
154,2,0.6,0.65
154,3,0.3,0.6375
154,4,0.2,0.575
154,5,0.3,0.5625
154,6,0.0,0.4625
154,7,0.0,0.4625
154,8,0.0,0.275
154,9,0.0,0.375
154,10,0.0,0.1375
155,1,1.0,0.4125
155,2,1.0,0.55
155,3,0.95,0.475
155,4,0.75,0.4375
155,5,0.75,0.45
155,6,0.75,0.275
155,7,0.75,0.275
155,8,1.0,0.025
155,9,0.75,0.1875
155,10,0.5,0.0125
156,1,0.75,0.475
156,2,0.6,0.65
156,3,0.85,0.5
156,4,0.75,0.4375
156,5,1.0,0.3875
156,6,0.6,0.3125
156,7,0.75,0.275
156,8,0.0,0.275
156,9,0.75,0.1875
156,10,0.05,0.125
157,1,0.5,0.5375
157,2,1.0,0.55
157,3,0.75,0.525
157,4,0.8,0.425
157,5,0.5,0.5125
157,6,0.5,0.3375
157,7,0.35,0.375
157,8,0.1,0.25
157,9,0.0,0.375
157,10,0.0,0.1375
158,1,1.0,0.625
158,2,1.0,0.6875
158,3,1.0,0.75
158,4,1.0,0.6875
158,5,1.0,0.6875
158,6,1.0,0.5625
158,7,1.0,0.5625
158,8,1.0,0.4625
158,9,1.0,0.4375
158,10,0.0,0.0625
159,1,0.5,0.75
159,2,0.75,0.75
159,3,1.0,0.75
159,4,1.0,0.6875
159,5,1.0,0.6875
159,6,0.5,0.6875
159,7,0.5,0.6875
159,8,0.6,0.5625
159,9,0.5,0.5625
159,10,0.25,0.0
160,1,1.0,0.625
160,2,1.0,0.6875
160,3,1.0,0.75
160,4,1.0,0.6875
160,5,1.0,0.6875
160,6,1.0,0.5625
160,7,0.75,0.625
160,8,0.75,0.525
160,9,0.75,0.5
160,10,0.0,0.0625
161,1,1.0,0.625
161,2,1.0,0.6875
161,3,1.0,0.75
161,4,0.75,0.75
161,5,0.75,0.75
161,6,0.75,0.625
161,7,1.0,0.5625
161,8,0.5,0.5875
161,9,0.5,0.5625
161,10,0.0,0.0625
162,1,1.0,0.625
162,2,1.0,0.75
162,3,1.0,0.75
162,4,1.0,0.625
162,5,1.0,0.4375
162,6,0.0,0.5
162,7,0.0,0.025
162,8,0.0,0.25
162,9,0.0,0.5
162,10,0.0,0.0625
163,1,1.0,0.625
163,2,1.0,0.75
163,3,1.0,0.75
163,4,1.0,0.625
163,5,1.0,0.4375
163,6,1.0,0.25
163,7,0.0,0.025
163,8,0.0,0.25
163,9,1.0,0.25
163,10,0.0,0.0625
164,1,0.5,0.75
164,2,1.0,0.75
164,3,1.0,0.75
164,4,1.0,0.625
164,5,0.0,0.6875
164,6,1.0,0.25
164,7,0.1,0.0
164,8,0.0,0.25
164,9,0.0,0.5
164,10,0.25,0.0
165,1,1.0,0.625
165,2,1.0,0.75
165,3,1.0,0.75
165,4,0.5,0.75
165,5,0.75,0.5
165,6,0.0,0.5
165,7,0.0,0.025
165,8,1.0,0.0
165,9,1.0,0.25
165,10,0.0,0.0625
166,1,0.0,0.5375
166,2,0.0,0.25
166,3,0.0,0.1
166,4,0.0,0.25
166,5,0.0,0.0
166,6,0.0,0.0
166,7,0.0,0.0
166,8,0.0,0.0
166,9,0.0,0.0
166,10,0.0,0.0
167,1,0.4,0.4375
167,2,1.0,0.0
167,3,0.4,0.0
167,4,1.0,0.0
167,5,0.0,0.0
167,6,0.0,0.0
167,7,0.0,0.0
167,8,0.0,0.0
167,9,0.0,0.0
167,10,0.0,0.0
168,1,1.0,0.2875
168,2,0.0,0.25
168,3,0.0,0.1
168,4,0.0,0.25
168,5,0.0,0.0
168,6,0.0,0.0
168,7,0.0,0.0
168,8,0.0,0.0
168,9,0.0,0.0
168,10,0.0,0.0
169,1,0.75,0.35
169,2,0.0,0.25
169,3,0.0,0.1
169,4,0.0,0.25
169,5,0.0,0.0
169,6,0.0,0.0
169,7,0.0,0.0
169,8,0.0,0.0
169,9,0.0,0.0
169,10,0.0,0.0
170,1,0.75,0.5625
170,2,0.75,0.625
170,3,1.0,0.5
170,4,0.75,0.4375
170,5,0.75,0.375
170,6,0.75,0.3125
170,7,0.75,0.125
170,8,0.0,0.3125
170,9,0.5,0.125
170,10,0.5,0.125
171,1,0.75,0.5625
171,2,0.75,0.625
171,3,1.0,0.5
171,4,1.0,0.375
171,5,0.75,0.375
171,6,0.75,0.3125
171,7,0.0,0.3125
171,8,0.5,0.1875
171,9,0.0,0.25
171,10,0.0,0.25
172,1,1.0,0.5
172,2,1.0,0.5625
172,3,0.5,0.625
172,4,0.25,0.5625
172,5,0.0,0.5625
172,6,0.0,0.5
172,7,0.0,0.3125
172,8,0.5,0.1875
172,9,0.0,0.25
172,10,0.0,0.25
173,1,0.5,0.625
173,2,0.75,0.625
173,3,0.5,0.625
173,4,0.5,0.5
173,5,0.75,0.375
173,6,0.5,0.375
173,7,0.5,0.1875
173,8,0.25,0.25
173,9,0.5,0.125
173,10,0.5,0.125
174,1,1.0,0.6875
174,2,1.0,0.625
174,3,1.0,0.625
174,4,0.75,0.5625
174,5,0.8,0.525
174,6,1.0,0.45
174,7,1.0,0.5
174,8,1.0,0.375
174,9,1.0,0.3625
174,10,0.0,0.3875
175,1,1.0,0.6875
175,2,1.0,0.625
175,3,1.0,0.625
175,4,0.75,0.5625
175,5,0.75,0.5375
175,6,0.75,0.5125
175,7,0.75,0.5625
175,8,0.75,0.4375
175,9,0.75,0.425
175,10,1.0,0.1375
176,1,0.75,0.75
176,2,0.5,0.75
176,3,0.5,0.75
176,4,0.5,0.625
176,5,0.75,0.5375
176,6,0.5,0.575
176,7,0.75,0.5625
176,8,0.25,0.5625
176,9,0.25,0.55
176,10,0.0,0.3875
177,1,1.0,0.6875
177,2,1.0,0.625
177,3,1.0,0.625
177,4,1.0,0.5
177,5,0.6,0.575
177,6,0.55,0.5625
177,7,0.5,0.625
177,8,0.5,0.5
177,9,0.45,0.5
177,10,0.55,0.25
178,1,0.25,0.1875
178,2,0.5,0.0875
178,3,0.25,0.225
178,4,1.0,0.025
178,5,0.35,0.05
178,6,0.35,0.1
178,7,0.35,0.125
178,8,0.25,0.0875
178,9,0.5,0.075
178,10,0.25,0.075
179,1,0.0,0.25
179,2,0.0,0.2125
179,3,0.0,0.2875
179,4,0.0,0.275
179,5,0.0,0.1375
179,6,0.0,0.1875
179,7,0.0,0.2125
179,8,0.0,0.15
179,9,0.0,0.2
179,10,0.0,0.1375
180,1,0.0,0.25
180,2,0.0,0.2125
180,3,0.0,0.2875
180,4,0.0,0.275
180,5,0.0,0.1375
180,6,0.0,0.1875
180,7,0.0,0.2125
180,8,0.0,0.15
180,9,0.0,0.2
180,10,0.0,0.1375
181,1,0.75,0.0625
181,2,0.35,0.125
181,3,0.9,0.0625
181,4,0.1,0.25
181,5,0.2,0.0875
181,6,0.4,0.0875
181,7,0.5,0.0875
181,8,0.35,0.0625
181,9,0.3,0.125
181,10,0.3,0.0625
182,1,1.0,0.3125
182,2,1.0,0.3125
182,3,0.9,0.0625
182,4,0.0,0.125
182,5,0.0,0.125
182,6,0.0,0.075
182,7,0.0,0.075
182,8,0.0,0.0625
182,9,0.0,0.0
182,10,0.0,0.0
183,1,0.25,0.5
183,2,0.25,0.5
183,3,0.25,0.225
183,4,0.25,0.0625
183,5,0.25,0.0625
183,6,0.25,0.0125
183,7,0.25,0.0125
183,8,0.25,0.0
183,9,0.0,0.0
183,10,0.0,0.0
184,1,1.0,0.3125
184,2,1.0,0.3125
184,3,0.0,0.2875
184,4,0.0,0.125
184,5,0.0,0.125
184,6,0.0,0.075
184,7,0.0,0.075
184,8,0.0,0.0625
184,9,0.0,0.0
184,10,0.0,0.0
185,1,0.0,0.5625
185,2,0.0,0.5625
185,3,0.0,0.2875
185,4,0.25,0.0625
185,5,0.25,0.0625
185,6,0.05,0.0625
185,7,0.05,0.0625
185,8,0.0,0.0625
185,9,0.0,0.0
185,10,0.0,0.0
186,1,1.0,0.75
186,2,1.0,0.75
186,3,1.0,0.75
186,4,1.0,0.75
186,5,1.0,0.7375
186,6,1.0,0.75
186,7,1.0,0.6875
186,8,1.0,0.75
186,9,1.0,0.6875
186,10,1.0,0.5
187,1,1.0,0.75
187,2,1.0,0.75
187,3,1.0,0.75
187,4,1.0,0.75
187,5,0.95,0.75
187,6,1.0,0.75
187,7,0.75,0.75
187,8,1.0,0.75
187,9,0.75,0.75
187,10,1.0,0.5
188,1,1.0,0.75
188,2,1.0,0.75
188,3,1.0,0.75
188,4,1.0,0.75
188,5,1.0,0.7375
188,6,1.0,0.75
188,7,1.0,0.6875
188,8,1.0,0.75
188,9,1.0,0.6875
188,10,0.0,0.75
189,1,1.0,0.75
189,2,1.0,0.75
189,3,1.0,0.75
189,4,1.0,0.75
189,5,1.0,0.7375
189,6,1.0,0.75
189,7,1.0,0.6875
189,8,1.0,0.75
189,9,1.0,0.6875
189,10,1.0,0.5
190,1,1.0,0.625
190,2,1.0,0.75
190,3,1.0,0.6875
190,4,1.0,0.75
190,5,1.0,0.75
190,6,1.0,0.75
190,7,1.0,0.625
190,8,1.0,0.75
190,9,1.0,0.75
190,10,1.0,0.6625
191,1,0.5,0.75
191,2,1.0,0.75
191,3,0.75,0.75
191,4,1.0,0.75
191,5,1.0,0.75
191,6,1.0,0.75
191,7,0.5,0.75
191,8,1.0,0.75
191,9,1.0,0.75
191,10,1.0,0.6625
192,1,1.0,0.625
192,2,1.0,0.75
192,3,1.0,0.6875
192,4,1.0,0.75
192,5,1.0,0.75
192,6,1.0,0.75
192,7,1.0,0.625
192,8,1.0,0.75
192,9,1.0,0.75
192,10,0.75,0.725
193,1,1.0,0.625
193,2,1.0,0.75
193,3,1.0,0.6875
193,4,1.0,0.75
193,5,1.0,0.75
193,6,1.0,0.75
193,7,1.0,0.625
193,8,1.0,0.75
193,9,1.0,0.75
193,10,0.9,0.6875
194,1,1.0,0.625
194,2,1.0,0.75
194,3,1.0,0.75
194,4,1.0,0.75
194,5,1.0,0.75
194,6,1.0,0.75
194,7,1.0,0.75
194,8,1.0,0.75
194,9,0.0,0.6875
194,10,0.25,0.4375
195,1,0.75,0.6875
195,2,1.0,0.75
195,3,1.0,0.75
195,4,1.0,0.75
195,5,1.0,0.75
195,6,1.0,0.75
195,7,1.0,0.75
195,8,1.0,0.75
195,9,0.75,0.5
195,10,0.0,0.5
196,1,0.75,0.6875
196,2,1.0,0.75
196,3,1.0,0.75
196,4,1.0,0.75
196,5,1.0,0.75
196,6,1.0,0.75
196,7,1.0,0.75
196,8,1.0,0.75
196,9,1.0,0.4375
196,10,0.75,0.3125
197,1,1.0,0.625
197,2,1.0,0.75
197,3,1.0,0.75
197,4,1.0,0.75
197,5,1.0,0.75
197,6,1.0,0.75
197,7,1.0,0.75
197,8,1.0,0.75
197,9,1.0,0.4375
197,10,1.0,0.25
198,1,1.0,0.4375
198,2,0.75,0.5
198,3,0.5,0.3125
198,4,0.0,0.25
198,5,0.25,0.0
198,6,0.0,0.0
198,7,0.0,0.0
198,8,0.0,0.0
198,9,0.05,0.0125
198,10,0.0,0.025
199,1,1.0,0.4375
199,2,1.0,0.4375
199,3,1.0,0.1875
199,4,1.0,0.0
199,5,0.0,0.0625
199,6,0.0,0.0
199,7,0.0,0.0
199,8,0.0,0.0
199,9,0.0,0.025
199,10,0.0,0.025
200,1,0.0,0.6875
200,2,0.25,0.625
200,3,0.25,0.375
200,4,0.0,0.25
200,5,0.0,0.0625
200,6,0.0,0.0
200,7,0.0,0.0
200,8,0.0,0.0
200,9,0.0,0.025
200,10,0.0,0.025
201,1,0.75,0.5
201,2,0.75,0.5
201,3,0.0,0.4375
201,4,0.0,0.25
201,5,0.0,0.0625
201,6,0.0,0.0
201,7,0.0,0.0
201,8,0.0,0.0
201,9,0.05,0.0125
201,10,0.1,0.0
202,1,1.0,0.5
202,2,0.7,0.725
202,3,0.75,0.5625
202,4,0.75,0.625
202,5,0.75,0.575
202,6,0.75,0.5625
202,7,0.75,0.55
202,8,0.75,0.5
202,9,0.5,0.5
202,10,0.25,0.2125
203,1,1.0,0.5
203,2,0.9,0.675
203,3,1.0,0.5
203,4,1.0,0.5625
203,5,0.9,0.5375
203,6,1.0,0.5
203,7,0.85,0.525
203,8,0.75,0.5
203,9,1.0,0.375
203,10,0.0,0.275
204,1,0.5,0.625
204,2,1.0,0.65
204,3,0.75,0.5625
204,4,0.75,0.625
204,5,0.75,0.575
204,6,0.75,0.5625
204,7,0.75,0.55
204,8,0.75,0.5
204,9,0.75,0.4375
204,10,0.75,0.0875
205,1,0.5,0.625
205,2,1.0,0.65
205,3,0.5,0.625
205,4,0.75,0.625
205,5,0.65,0.6
205,6,0.5,0.625
205,7,0.6,0.5875
205,8,0.5,0.5625
205,9,0.25,0.5625
205,10,0.1,0.25
206,1,1.0,0.4875
206,2,1.0,0.525
206,3,0.75,0.4625
206,4,0.75,0.3875
206,5,0.5,0.425
206,6,0.5,0.125
206,7,0.25,0.15
206,8,0.25,0.375
206,9,0.0,0.125
206,10,0.0,0.025
207,1,0.45,0.625
207,2,0.5,0.65
207,3,0.35,0.5625
207,4,0.4,0.475
207,5,0.25,0.4875
207,6,0.5,0.125
207,7,0.3,0.1375
207,8,1.0,0.1875
207,9,0.25,0.0625
207,10,0.1,0.0
208,1,1.0,0.4875
208,2,1.0,0.525
208,3,1.0,0.4
208,4,0.5,0.45
208,5,1.0,0.3
208,6,0.0,0.25
208,7,0.25,0.15
208,8,0.5,0.3125
208,9,0.25,0.0625
208,10,0.0,0.025
209,1,0.5,0.6125
209,2,0.6,0.625
209,3,0.5,0.525
209,4,0.65,0.4125
209,5,0.45,0.4375
209,6,0.0,0.25
209,7,0.05,0.2
209,8,0.0,0.4375
209,9,0.0,0.125
209,10,0.0,0.025
210,1,0.5,0.625
210,2,0.5,0.6875
210,3,1.0,0.75
210,4,0.5,0.75
210,5,0.5,0.5
210,6,0.5,0.5625
210,7,0.75,0.5625
210,8,0.5,0.625
210,9,0.5,0.625
210,10,0.5,0.4375
211,1,0.5,0.625
211,2,0.75,0.625
211,3,1.0,0.75
211,4,1.0,0.625
211,5,1.0,0.375
211,6,0.75,0.5
211,7,1.0,0.5
211,8,1.0,0.5
211,9,1.0,0.5
211,10,1.0,0.3125
212,1,1.0,0.5
212,2,1.0,0.5625
212,3,1.0,0.75
212,4,1.0,0.625
212,5,1.0,0.375
212,6,0.5,0.5625
212,7,0.5,0.625
212,8,0.5,0.625
212,9,0.5,0.625
212,10,0.0,0.5625
213,1,1.0,0.5
213,2,1.0,0.5625
213,3,1.0,0.75
213,4,1.0,0.625
213,5,0.0,0.625
213,6,1.0,0.4375
213,7,0.75,0.5625
213,8,1.0,0.5
213,9,1.0,0.5
213,10,0.75,0.375
214,1,0.5,0.65
214,2,0.75,0.7
214,3,0.85,0.6875
214,4,0.75,0.75
214,5,0.75,0.675
214,6,1.0,0.625
214,7,0.75,0.6625
214,8,0.75,0.6875
214,9,0.75,0.5625
214,10,0.75,0.7125
215,1,0.6,0.625
215,2,0.8,0.6875
215,3,0.75,0.7125
215,4,1.0,0.6875
215,5,0.7,0.6875
215,6,0.5,0.75
215,7,0.65,0.6875
215,8,0.75,0.6875
215,9,0.25,0.6875
215,10,0.85,0.6875
216,1,1.0,0.525
216,2,1.0,0.6375
216,3,1.0,0.65
216,4,1.0,0.6875
216,5,1.0,0.6125
216,6,1.0,0.625
216,7,1.0,0.6
216,8,1.0,0.625
216,9,1.0,0.5
216,10,1.0,0.65
217,1,1.0,0.525
217,2,1.0,0.6375
217,3,1.0,0.65
217,4,1.0,0.6875
217,5,1.0,0.6125
217,6,1.0,0.625
217,7,1.0,0.6
217,8,1.0,0.625
217,9,1.0,0.5
217,10,1.0,0.65
218,1,1.0,0.4375
218,2,1.0,0.425
218,3,0.9,0.1125
218,4,0.0,0.15
218,5,0.0,0.2
218,6,0.35,0.2625
218,7,0.4,0.2125
218,8,0.45,0.075
218,9,0.0,0.1
218,10,0.0,0.025
219,1,0.4,0.5875
219,2,0.45,0.5625
219,3,0.3,0.2625
219,4,0.5,0.025
219,5,0.0,0.2
219,6,0.15,0.3125
219,7,0.25,0.25
219,8,0.2,0.1375
219,9,0.3,0.025
219,10,0.0,0.025
220,1,0.35,0.6
220,2,0.25,0.6125
220,3,0.15,0.3
220,4,0.1,0.125
220,5,0.0,0.2
220,6,0.1,0.325
220,7,0.1,0.2875
220,8,0.1,0.1625
220,9,0.1,0.075
220,10,0.1,0.0
221,1,1.0,0.4375
221,2,1.0,0.425
221,3,0.0,0.3375
221,4,0.0,0.15
221,5,0.8,0.0
221,6,0.8,0.15
221,7,0.5,0.1875
221,8,0.0,0.1875
221,9,0.0,0.1
221,10,0.0,0.025
222,1,0.75,0.4375
222,2,0.5,0.25
222,3,0.75,0.2625
222,4,0.6,0.3125
222,5,0.5,0.0
222,6,0.4,0.0625
222,7,0.0,0.1875
222,8,0.25,0.0
222,9,0.0,0.0
222,10,0.1,0.0
223,1,1.0,0.375
223,2,0.75,0.1875
223,3,0.75,0.2625
223,4,0.75,0.275
223,5,0.0,0.125
223,6,0.25,0.1
223,7,0.5,0.0625
223,8,0.0,0.0625
223,9,0.0,0.0
223,10,0.0,0.025
224,1,0.75,0.4375
224,2,0.25,0.3125
224,3,0.3,0.375
224,4,0.5,0.3375
224,5,0.0,0.125
224,6,0.0,0.1625
224,7,0.25,0.125
224,8,0.0,0.0625
224,9,0.0,0.0
224,10,0.0,0.025
225,1,0.0,0.625
225,2,0.0,0.375
225,3,0.0,0.45
225,4,0.0,0.4625
225,5,0.0,0.125
225,6,0.0,0.1625
225,7,0.0,0.1875
225,8,0.0,0.0625
225,9,0.0,0.0
225,10,0.0,0.025
226,1,1.0,0.75
226,2,1.0,0.75
226,3,1.0,0.75
226,4,1.0,0.75
226,5,1.0,0.75
226,6,1.0,0.75
226,7,1.0,0.75
226,8,1.0,0.75
226,9,1.0,0.75
226,10,1.0,0.75
227,1,1.0,0.75
227,2,1.0,0.75
227,3,1.0,0.75
227,4,1.0,0.75
227,5,1.0,0.75
227,6,1.0,0.75
227,7,1.0,0.75
227,8,1.0,0.75
227,9,1.0,0.75
227,10,1.0,0.75
228,1,1.0,0.75
228,2,1.0,0.75
228,3,1.0,0.75
228,4,1.0,0.75
