uid,period,contr_nrmd,contr_oth_nrmd
228,5,1.0,0.75
228,6,1.0,0.75
228,7,1.0,0.75
228,8,1.0,0.75
228,9,1.0,0.75
228,10,1.0,0.75
229,1,1.0,0.75
229,2,1.0,0.75
229,3,1.0,0.75
229,4,1.0,0.75
229,5,1.0,0.75
229,6,1.0,0.75
229,7,1.0,0.75
229,8,1.0,0.75
229,9,1.0,0.75
229,10,1.0,0.75
230,1,0.8,0.625
230,2,0.65,0.6625
230,3,0.65,0.25
230,4,0.15,0.25
230,5,0.25,0.125
230,6,0.25,0.0625
230,7,0.15,0.0
230,8,0.0,0.0
230,9,0.0,0.0
230,10,0.0,0.0
231,1,1.0,0.575
231,2,1.0,0.575
231,3,0.0,0.4125
231,4,1.0,0.0375
231,5,0.0,0.1875
231,6,0.0,0.125
231,7,0.0,0.0375
231,8,0.0,0.0
231,9,0.0,0.0
231,10,0.0,0.0
232,1,1.0,0.575
232,2,0.75,0.6375
232,3,0.5,0.2875
232,4,0.0,0.2875
232,5,0.25,0.125
232,6,0.25,0.0625
232,7,0.0,0.0375
232,8,0.0,0.0
232,9,0.0,0.0
232,10,0.0,0.0
233,1,0.5,0.7
233,2,0.9,0.6
233,3,0.5,0.2875
233,4,0.0,0.2875
233,5,0.25,0.125
233,6,0.0,0.125
233,7,0.0,0.0375
233,8,0.0,0.0
233,9,0.0,0.0
233,10,0.0,0.0
234,1,1.0,0.75
234,2,1.0,0.5
234,3,1.0,0.75
234,4,1.0,0.75
234,5,1.0,0.5
234,6,1.0,0.75
234,7,1.0,0.6875
234,8,1.0,0.5
234,9,1.0,0.375
234,10,1.0,0.3125
235,1,1.0,0.75
235,2,1.0,0.5
235,3,1.0,0.75
235,4,1.0,0.75
235,5,1.0,0.5
235,6,1.0,0.75
235,7,1.0,0.6875
235,8,1.0,0.5
235,9,1.0,0.375
235,10,0.75,0.375
236,1,1.0,0.75
236,2,1.0,0.5
236,3,1.0,0.75
236,4,1.0,0.75
236,5,1.0,0.5
236,6,1.0,0.75
236,7,1.0,0.6875
236,8,1.0,0.5
236,9,0.5,0.5
236,10,0.5,0.4375
237,1,1.0,0.75
237,2,0.0,0.75
237,3,1.0,0.75
237,4,1.0,0.75
237,5,0.0,0.75
237,6,1.0,0.75
237,7,0.75,0.75
237,8,0.0,0.75
237,9,0.0,0.625
237,10,0.0,0.5625
238,1,0.75,0.325
238,2,1.0,0.25
238,3,0.5,0.275
238,4,0.5,0.4375
238,5,1.0,0.2625
238,6,0.5,0.2125
238,7,1.0,0.5375
238,8,0.0,0.3
238,9,0.0,0.25
238,10,0.0,0.375
239,1,0.25,0.45
239,2,0.1,0.475
239,3,0.0,0.4
239,4,0.75,0.375
239,5,0.0,0.5125
239,6,0.0,0.3375
239,7,1.0,0.5375
239,8,0.25,0.2375
239,9,0.0,0.25
239,10,0.6,0.225
240,1,0.25,0.45
240,2,0.0,0.5
240,3,0.25,0.3375
240,4,0.25,0.5
240,5,0.25,0.45
240,6,0.0,0.3375
240,7,0.25,0.725
240,8,0.0,0.3
240,9,0.0,0.25
240,10,0.0,0.375
241,1,0.8,0.3125
241,2,0.9,0.275
241,3,0.85,0.1875
241,4,0.75,0.375
241,5,0.8,0.3125
241,6,0.85,0.125
241,7,0.9,0.5625
241,8,0.95,0.0625
241,9,1.0,0.0
241,10,0.9,0.15
242,1,1.0,0.7125
242,2,0.9,0.75
242,3,0.9,0.7125
242,4,0.75,0.7
242,5,0.8,0.7
242,6,0.8,0.7
242,7,0.8,0.7
242,8,0.75,0.575
242,9,0.6,0.375
242,10,0.6,0.1875
243,1,1.0,0.7125
243,2,1.0,0.725
243,3,1.0,0.6875
243,4,1.0,0.6375
243,5,1.0,0.65
243,6,1.0,0.65
243,7,1.0,0.65
243,8,0.5,0.6375
243,9,0.0,0.525
243,10,0.0,0.3375
244,1,1.0,0.7125
244,2,1.0,0.725
244,3,1.0,0.6875
244,4,1.0,0.6375
244,5,1.0,0.65
244,6,1.0,0.65
244,7,1.0,0.65
244,8,1.0,0.5125
244,9,1.0,0.275
244,10,0.5,0.2125
245,1,0.85,0.75
245,2,1.0,0.725
245,3,0.85,0.725
245,4,0.8,0.6875
245,5,0.8,0.7
245,6,0.8,0.7
245,7,0.8,0.7
245,8,0.8,0.5625
245,9,0.5,0.4
245,10,0.25,0.275
246,1,0.5,0.75
246,2,0.5,0.75
246,3,0.75,0.75
246,4,0.5,0.75
246,5,0.5,0.75
246,6,0.5,0.75
246,7,0.5,0.75
246,8,0.5,0.75
246,9,0.5,0.625
246,10,0.0,0.25
247,1,1.0,0.625
247,2,1.0,0.625
247,3,1.0,0.6875
247,4,1.0,0.625
247,5,1.0,0.625
247,6,1.0,0.625
247,7,1.0,0.625
247,8,1.0,0.625
247,9,1.0,0.5
247,10,1.0,0.0
248,1,1.0,0.625
248,2,1.0,0.625
248,3,1.0,0.6875
248,4,1.0,0.625
248,5,1.0,0.625
248,6,1.0,0.625
248,7,1.0,0.625
248,8,1.0,0.625
248,9,0.5,0.625
248,10,0.0,0.25
249,1,1.0,0.625
249,2,1.0,0.625
249,3,1.0,0.6875
249,4,1.0,0.625
249,5,1.0,0.625
249,6,1.0,0.625
249,7,1.0,0.625
249,8,1.0,0.625
249,9,1.0,0.5
249,10,0.0,0.25
250,1,0.0,0.375
250,2,0.1,0.3125
250,3,0.25,0.3625
250,4,0.0,0.5375
250,5,0.15,0.4375
250,6,0.0,0.3625
250,7,0.25,0.125
250,8,0.2,0.0
250,9,0.0,0.0125
250,10,0.0,0.25
251,1,1.0,0.125
251,2,1.0,0.0875
251,3,1.0,0.175
251,4,1.0,0.2875
251,5,1.0,0.225
251,6,1.0,0.1125
251,7,0.0,0.1875
251,8,0.0,0.05
251,9,0.0,0.0125
251,10,0.0,0.25
252,1,0.5,0.25
252,2,0.25,0.275
252,3,0.45,0.3125
252,4,0.75,0.35
252,5,0.5,0.35
252,6,0.45,0.25
252,7,0.5,0.0625
252,8,0.0,0.05
252,9,0.05,0.0
252,10,1.0,0.0
253,1,0.0,0.375
253,2,0.0,0.3375
253,3,0.0,0.425
253,4,0.4,0.4375
253,5,0.25,0.4125
253,6,0.0,0.3625
253,7,0.0,0.1875
253,8,0.0,0.05
253,9,0.0,0.0125
253,10,0.0,0.25
254,1,1.0,0.45
254,2,0.8,0.6
254,3,0.8,0.55
254,4,0.9,0.5875
254,5,0.75,0.625
254,6,0.75,0.375
254,7,0.0,0.575
254,8,0.75,0.4625
254,9,0.0,0.625
254,10,0.0,0.375
255,1,0.3,0.625
255,2,0.9,0.575
255,3,0.6,0.6
255,4,0.75,0.625
255,5,1.0,0.5625
255,6,0.0,0.5625
255,7,0.8,0.375
255,8,0.75,0.4625
255,9,1.0,0.375
255,10,0.5,0.25
256,1,1.0,0.45
256,2,1.0,0.55
256,3,1.0,0.5
256,4,1.0,0.5625
256,5,1.0,0.5625
256,6,1.0,0.3125
256,7,1.0,0.325
256,8,0.6,0.5
256,9,1.0,0.375
256,10,1.0,0.125
257,1,0.5,0.575
257,2,0.5,0.675
257,3,0.6,0.6
257,4,0.6,0.6625
257,5,0.5,0.6875
257,6,0.5,0.4375
257,7,0.5,0.45
257,8,0.5,0.525
257,9,0.5,0.5
257,10,0.0,0.375
258,1,1.0,0.3875
258,2,0.9,0.3375
258,3,0.9,0.35
258,4,0.75,0.35
258,5,0.7,0.15
258,6,0.75,0.475
258,7,0.75,0.4625
258,8,0.75,0.225
258,9,0.5,0.3
258,10,0.0,0.3125
259,1,1.0,0.3875
259,2,0.45,0.45
259,3,0.5,0.45
259,4,0.75,0.35
259,5,0.0,0.325
259,6,1.0,0.4125
259,7,1.0,0.4
259,8,0.0,0.4125
259,9,0.5,0.3
259,10,0.75,0.125
260,1,0.25,0.575
260,2,0.6,0.4125
260,3,0.4,0.475
260,4,0.35,0.45
260,5,0.3,0.25
260,6,0.5,0.5375
260,7,0.45,0.5375
260,8,0.5,0.2875
260,9,0.3,0.35
260,10,0.2,0.2625
261,1,0.3,0.5625
261,2,0.3,0.4875
261,3,0.5,0.45
261,4,0.3,0.4625
261,5,0.3,0.25
261,6,0.4,0.5625
261,7,0.4,0.55
261,8,0.4,0.3125
261,9,0.4,0.325
261,10,0.3,0.2375
262,1,0.6,0.5625
262,2,0.75,0.575
262,3,1.0,0.55
262,4,0.75,0.55
262,5,0.75,0.55
262,6,0.75,0.55
262,7,0.75,0.55
262,8,0.75,0.3
262,9,0.5,0.0
262,10,0.0,0.0
263,1,1.0,0.4625
263,2,1.0,0.5125
263,3,1.0,0.55
263,4,1.0,0.4875
263,5,1.0,0.4875
263,6,1.0,0.4875
263,7,1.0,0.4875
263,8,0.0,0.4875
263,9,0.0,0.125
263,10,0.0,0.0
264,1,0.25,0.65
264,2,0.35,0.675
264,3,0.45,0.6875
264,4,0.45,0.625
264,5,0.45,0.625
264,6,0.45,0.625
264,7,0.45,0.625
264,8,0.45,0.375
264,9,0.0,0.125
264,10,0.0,0.0
265,1,1.0,0.4625
265,2,0.95,0.525
265,3,0.75,0.6125
265,4,0.75,0.55
265,5,0.75,0.55
265,6,0.75,0.55
265,7,0.75,0.55
265,8,0.75,0.3
265,9,0.0,0.125
265,10,0.0,0.0
266,1,0.25,0.4375
266,2,0.5,0.6875
266,3,0.75,0.75
266,4,1.0,0.75
266,5,0.0,0.75
266,6,0.25,0.75
266,7,0.1,0.725
266,8,0.0,0.7125
266,9,0.05,0.375
266,10,0.75,0.025
267,1,0.0,0.5
267,2,1.0,0.5625
267,3,1.0,0.6875
267,4,1.0,0.75
267,5,1.0,0.5
267,6,1.0,0.5625
267,7,1.0,0.5
267,8,1.0,0.4625
267,9,0.0,0.3875
267,10,0.0,0.2125
268,1,0.75,0.3125
268,2,0.75,0.625
268,3,1.0,0.6875
268,4,1.0,0.75
268,5,1.0,0.5
268,6,1.0,0.5625
268,7,1.0,0.5
268,8,1.0,0.4625
268,9,0.75,0.2
268,10,0.0,0.2125
269,1,1.0,0.25
269,2,1.0,0.5625
269,3,1.0,0.6875
269,4,1.0,0.75
269,5,1.0,0.5
269,6,1.0,0.5625
269,7,0.9,0.525
269,8,0.85,0.5
269,9,0.75,0.2
269,10,0.1,0.1875
270,1,1.0,0.25
270,2,1.0,0.1875
270,3,0.0,0.175
270,4,0.0,0.0
270,5,0.0,0.025
270,6,0.0,0.0
270,7,0.0,0.0
270,8,0.0,0.0
270,9,0.0,0.0
270,10,0.0,0.0
271,1,0.25,0.4375
271,2,0.25,0.375
271,3,0.2,0.125
271,4,0.0,0.0
271,5,0.1,0.0
271,6,0.0,0.0
271,7,0.0,0.0
271,8,0.0,0.0
271,9,0.0,0.0
271,10,0.0,0.0
272,1,0.75,0.3125
272,2,0.5,0.3125
272,3,0.5,0.05
272,4,0.0,0.0
272,5,0.0,0.025
272,6,0.0,0.0
272,7,0.0,0.0
272,8,0.0,0.0
272,9,0.0,0.0
272,10,0.0,0.0
273,1,0.0,0.5
273,2,0.0,0.4375
273,3,0.0,0.175
273,4,0.0,0.0
273,5,0.0,0.025
273,6,0.0,0.0
273,7,0.0,0.0
273,8,0.0,0.0
273,9,0.0,0.0
273,10,0.0,0.0
274,1,0.25,0.125
274,2,0.25,0.0625
274,3,0.0,0.0375
274,4,0.0,0.025
274,5,0.0,0.0125
274,6,0.0,0.0
274,7,0.0,0.0
274,8,0.0,0.0
274,9,0.0,0.0
274,10,0.0,0.0
275,1,0.0,0.1875
275,2,0.0,0.125
275,3,0.0,0.0375
275,4,0.0,0.025
275,5,0.0,0.0125
275,6,0.0,0.0
275,7,0.0,0.0
275,8,0.0,0.0
275,9,0.0,0.0
275,10,0.0,0.0
276,1,0.0,0.1875
276,2,0.0,0.125
276,3,0.0,0.0375
276,4,0.0,0.025
276,5,0.0,0.0125
276,6,0.0,0.0
276,7,0.0,0.0
276,8,0.0,0.0
276,9,0.0,0.0
276,10,0.0,0.0
277,1,0.5,0.0625
277,2,0.25,0.0625
277,3,0.15,0.0
277,4,0.1,0.0
277,5,0.05,0.0
277,6,0.0,0.0
277,7,0.0,0.0
277,8,0.0,0.0
277,9,0.0,0.0
277,10,0.0,0.0
278,1,1.0,0.4375
278,2,1.0,0.1875
278,3,1.0,0.3
278,4,1.0,0.375
278,5,1.0,0.3125
278,6,1.0,0.3375
278,7,1.0,0.325
278,8,1.0,0.3375
278,9,1.0,0.225
278,10,1.0,0.1625
279,1,0.0,0.6875
279,2,0.0,0.4375
279,3,0.0,0.55
279,4,0.0,0.625
279,5,0.0,0.5625
279,6,0.0,0.5875
279,7,0.0,0.575
279,8,0.0,0.5875
279,9,0.0,0.475
279,10,0.0,0.4125
280,1,0.75,0.5
280,2,0.75,0.25
280,3,0.75,0.3625
280,4,0.75,0.4375
280,5,0.75,0.375
280,6,0.75,0.4
280,7,0.65,0.4125
280,8,0.65,0.425
280,9,0.65,0.3125
280,10,0.65,0.25
281,1,1.0,0.4375
281,2,0.0,0.4375
281,3,0.45,0.4375
281,4,0.75,0.4375
281,5,0.5,0.4375
281,6,0.6,0.4375
281,7,0.65,0.4125
281,8,0.7,0.4125
281,9,0.25,0.4125
281,10,0.0,0.4125
282,1,0.0,0.5125
282,2,0.0,0.5125
282,3,0.0,0.2625
282,4,0.0,0.0
282,5,0.0,0.0125
282,6,0.0,0.0
282,7,0.0,0.0
282,8,0.0,0.0
282,9,0.0,0.0
282,10,0.0,0.0
283,1,1.0,0.2625
283,2,1.0,0.2625
283,3,0.0,0.2625
283,4,0.0,0.0
283,5,0.0,0.0125
283,6,0.0,0.0
283,7,0.0,0.0
283,8,0.0,0.0
283,9,0.0,0.0
283,10,0.0,0.0
284,1,0.05,0.5
284,2,0.05,0.5
284,3,0.05,0.25
284,4,0.0,0.0
284,5,0.05,0.0
284,6,0.0,0.0
284,7,0.0,0.0
284,8,0.0,0.0
284,9,0.0,0.0
284,10,0.0,0.0
285,1,1.0,0.2625
285,2,1.0,0.2625
285,3,1.0,0.0125
285,4,0.0,0.0
285,5,0.0,0.0125
285,6,0.0,0.0
285,7,0.0,0.0
285,8,0.0,0.0
285,9,0.0,0.0
285,10,0.0,0.0
286,1,1.0,0.35
286,2,1.0,0.3125
286,3,0.75,0.25
286,4,0.75,0.2375
286,5,0.0,0.25
286,6,0.0,0.25
286,7,0.0,0.0
286,8,0.0,0.225
286,9,0.0,0.0
286,10,0.0,0.0
287,1,0.4,0.5
287,2,0.5,0.4375
287,3,0.5,0.3125
287,4,0.45,0.3125
287,5,0.5,0.125
287,6,0.0,0.25
287,7,0.0,0.0
287,8,0.0,0.225
287,9,0.0,0.0
287,10,0.0,0.0
288,1,0.0,0.6
288,2,0.0,0.5625
288,3,0.0,0.4375
288,4,0.0,0.425
288,5,0.0,0.25
288,6,0.0,0.25
288,7,0.0,0.0
288,8,0.0,0.225
288,9,0.0,0.0
288,10,0.0,0.0
289,1,1.0,0.35
289,2,0.75,0.375
289,3,0.5,0.3125
289,4,0.5,0.3
289,5,0.5,0.125
289,6,1.0,0.0
289,7,0.0,0.0
289,8,0.9,0.0
289,9,0.0,0.0
289,10,0.0,0.0
290,1,1.0,0.5875
290,2,0.9,0.6875
290,3,0.85,0.425
290,4,0.75,0.125
290,5,1.0,0.3375
290,6,0.85,0.375
290,7,0.75,0.275
290,8,0.75,0.3375
290,9,0.0,0.0625
290,10,0.75,0.1125
291,1,0.35,0.75
291,2,0.75,0.725
291,3,0.7,0.4625
291,4,0.5,0.1875
291,5,0.25,0.525
291,6,0.35,0.5
291,7,0.25,0.4
291,8,0.35,0.4375
291,9,0.25,0.0
291,10,0.05,0.2875
292,1,1.0,0.5875
292,2,1.0,0.6625
292,3,1.0,0.3875
292,4,0.0,0.3125
292,5,0.1,0.5625
292,6,0.4,0.4875
292,7,0.45,0.35
292,8,0.0,0.525
292,9,0.0,0.0625
292,10,0.0,0.3
293,1,1.0,0.5875
293,2,1.0,0.6625
293,3,0.0,0.6375
293,4,0.0,0.3125
293,5,1.0,0.3375
293,6,0.75,0.4
293,7,0.4,0.3625
293,8,1.0,0.275
293,9,0.0,0.0625
293,10,0.4,0.2
294,1,0.75,0.75
294,2,0.85,0.6875
294,3,0.85,0.6875
294,4,0.75,0.6875
294,5,0.75,0.6875
294,6,0.75,0.6875
294,7,0.6,0.5625
294,8,0.75,0.375
294,9,0.05,0.375
294,10,0.05,0.25
295,1,1.0,0.6875
295,2,1.0,0.65
295,3,1.0,0.65
295,4,1.0,0.625
295,5,1.0,0.625
295,6,1.0,0.625
295,7,0.5,0.5875
295,8,0.5,0.4375
295,9,0.5,0.2625
295,10,0.0,0.2625
296,1,1.0,0.6875
296,2,1.0,0.65
296,3,1.0,0.65
296,4,1.0,0.625
296,5,1.0,0.625
296,6,1.0,0.625
296,7,1.0,0.4625
296,8,1.0,0.3125
296,9,1.0,0.1375
296,10,1.0,0.0125
297,1,1.0,0.6875
297,2,0.75,0.7125
297,3,0.75,0.7125
297,4,0.75,0.6875
297,5,0.75,0.6875
297,6,0.75,0.6875
297,7,0.75,0.525
297,8,0.0,0.5625
297,9,0.0,0.3875
297,10,0.0,0.2625
298,1,0.75,0.625
298,2,1.0,0.6625
298,3,0.75,0.725
298,4,0.9,0.6625
298,5,0.8,0.525
298,6,0.75,0.475
298,7,0.75,0.4375
298,8,0.9,0.1875
298,9,0.75,0.125
298,10,0.0,0.0625
299,1,1.0,0.5625
299,2,0.9,0.6875
299,3,0.9,0.6875
299,4,1.0,0.6375
299,5,0.75,0.5375
299,6,0.9,0.4375
299,7,0.75,0.4375
299,8,0.75,0.225
299,9,0.5,0.1875
299,10,0.25,0.0
300,1,0.5,0.6875
300,2,0.75,0.725
300,3,1.0,0.6625
300,4,0.75,0.7
300,5,0.5,0.6
300,6,0.0,0.6625
300,7,0.0,0.625
300,8,0.0,0.4125
300,9,0.0,0.3125
300,10,0.0,0.0625
301,1,1.0,0.5625
301,2,1.0,0.6625
301,3,1.0,0.6625
301,4,0.9,0.6625
301,5,0.85,0.5125
301,6,1.0,0.4125
301,7,1.0,0.375
301,8,0.0,0.4125
301,9,0.0,0.3125
301,10,0.0,0.0625
302,1,1.0,0.55
302,2,1.0,0.525
302,3,1.0,0.475
302,4,0.0,0.5
302,5,1.0,0.3375
302,6,0.9,0.3875
302,7,0.0,0.2375
302,8,0.5,0.3125
302,9,0.5,0.025
302,10,0.0,0.0625
303,1,0.75,0.6125
303,2,0.75,0.5875
303,3,0.75,0.5375
303,4,0.75,0.3125
303,5,1.0,0.3375
303,6,0.75,0.425
303,7,0.75,0.05
303,8,0.75,0.25
303,9,0.0,0.15
303,10,0.0,0.0625
304,1,0.7,0.625
304,2,0.5,0.65
304,3,0.4,0.625
304,4,0.5,0.375
304,5,0.35,0.5
304,6,0.8,0.4125
304,7,0.2,0.1875
304,8,0.5,0.3125
304,9,0.1,0.125
304,10,0.25,0.0
305,1,0.75,0.6125
305,2,0.85,0.5625
305,3,0.75,0.5375
305,4,0.75,0.3125
305,5,0.0,0.5875
305,6,0.0,0.6125
305,7,0.0,0.2375
305,8,0.0,0.4375
305,9,0.0,0.15
305,10,0.0,0.0625
306,1,0.0,0.75
306,2,0.0,0.65
306,3,0.25,0.5
306,4,0.25,0.4375
306,5,0.0,0.25
306,6,0.25,0.0
306,7,0.0,0.0
306,8,0.0,0.0
306,9,0.0,0.0
306,10,0.0,0.0
307,1,1.0,0.5
307,2,1.0,0.4
307,3,1.0,0.3125
307,4,1.0,0.25
307,5,0.0,0.25
307,6,0.0,0.0625
307,7,0.0,0.0
307,8,0.0,0.0
307,9,0.0,0.0
307,10,0.0,0.0
308,1,1.0,0.5
308,2,1.0,0.4
308,3,1.0,0.3125
308,4,0.75,0.3125
308,5,1.0,0.0
308,6,0.0,0.0625
308,7,0.0,0.0
308,8,0.0,0.0
308,9,0.0,0.0
308,10,0.0,0.0
309,1,1.0,0.5
309,2,0.6,0.5
309,3,0.0,0.5625
309,4,0.0,0.5
309,5,0.0,0.25
309,6,0.0,0.0625
309,7,0.0,0.0
309,8,0.0,0.0
309,9,0.0,0.0
309,10,0.0,0.0
310,1,1.0,0.475
310,2,1.0,0.625
310,3,1.0,0.6875
310,4,1.0,0.5
310,5,1.0,0.75
310,6,1.0,0.25
310,7,0.5,0.5625
310,8,0.5,0.2875
310,9,0.5,0.15
310,10,0.25,0.0
311,1,0.0,0.725
311,2,0.5,0.75
311,3,0.75,0.75
311,4,0.0,0.75
311,5,1.0,0.75
311,6,0.0,0.5
311,7,0.5,0.5625
311,8,0.25,0.35
311,9,0.6,0.125
311,10,0.0,0.0625
312,1,0.9,0.5
312,2,1.0,0.625
312,3,1.0,0.6875
312,4,1.0,0.5
312,5,1.0,0.75
312,6,1.0,0.25
312,7,0.75,0.5
312,8,0.9,0.1875
312,9,0.0,0.275
312,10,0.0,0.0625
313,1,1.0,0.475
313,2,1.0,0.625
313,3,1.0,0.6875
313,4,1.0,0.5
313,5,1.0,0.75
313,6,0.0,0.5
313,7,1.0,0.4375
313,8,0.0,0.4125
313,9,0.0,0.275
313,10,0.0,0.0625
314,1,1.0,0.3375
314,2,0.6,0.475
314,3,0.65,0.4
314,4,0.55,0.375
314,5,0.75,0.25
314,6,0.35,0.3
314,7,0.0,0.0875
314,8,0.0,0.0
314,9,0.0,0.0
314,10,0.0,0.0
315,1,0.1,0.5625
315,2,0.4,0.525
315,3,0.0,0.5625
315,4,0.75,0.325
315,5,1.0,0.1875
315,6,0.0,0.3875
315,7,0.0,0.0875
315,8,0.0,0.0
315,9,0.0,0.0
315,10,0.0,0.0
316,1,1.0,0.3375
316,2,1.0,0.375
316,3,1.0,0.3125
316,4,0.0,0.5125
316,5,0.0,0.4375
316,6,1.0,0.1375
316,7,0.0,0.0875
316,8,0.0,0.0
316,9,0.0,0.0
316,10,0.0,0.0
317,1,0.25,0.525
317,2,0.5,0.5
317,3,0.6,0.4125
317,4,0.75,0.325
317,5,0.0,0.4375
317,6,0.2,0.3375
317,7,0.35,0.0
317,8,0.0,0.0
317,9,0.0,0.0
317,10,0.0,0.0
318,1,0.5,0.5
318,2,0.75,0.3125
318,3,0.75,0.2125
318,4,0.5,0.1625
318,5,0.25,0.125
318,6,0.25,0.0625
318,7,0.0,0.025
318,8,0.0,0.0
318,9,0.0,0.0
318,10,0.0,0.0125
319,1,1.0,0.375
319,2,0.75,0.3125
319,3,0.75,0.2125
319,4,0.65,0.125
319,5,0.0,0.1875
319,6,0.25,0.0625
319,7,0.1,0.0
319,8,0.0,0.0
319,9,0.0,0.0
319,10,0.0,0.0125
320,1,0.0,0.625
320,2,0.0,0.5
320,3,0.1,0.375
320,4,0.0,0.2875
320,5,0.5,0.0625
320,6,0.0,0.125
320,7,0.0,0.025
320,8,0.0,0.0
320,9,0.0,0.0
320,10,0.05,0.0
321,1,1.0,0.375
321,2,0.5,0.375
321,3,0.0,0.4
321,4,0.0,0.2875
321,5,0.0,0.1875
321,6,0.0,0.125
321,7,0.0,0.025
321,8,0.0,0.0
321,9,0.0,0.0
321,10,0.0,0.0125
322,1,0.4,0.625
322,2,0.6,0.6125
322,3,0.7,0.6125
322,4,0.65,0.6
322,5,0.7,0.4375
322,6,0.7,0.4875
322,7,0.7,0.45
322,8,0.7,0.425
322,9,0.4,0.275
322,10,0.6,0.0125
323,1,1.0,0.475
323,2,0.95,0.525
323,3,0.95,0.55
323,4,0.9,0.5375
323,5,0.75,0.425
323,6,0.95,0.425
323,7,0.9,0.4
323,8,0.9,0.375
323,9,0.85,0.1625
323,10,0.0,0.1625
324,1,0.5,0.6
324,2,0.5,0.6375
324,3,0.5,0.6625
324,4,0.5,0.6375
324,5,0.5,0.4875
324,6,0.5,0.5375
324,7,0.45,0.5125
324,8,0.4,0.5
324,9,0.25,0.3125
324,10,0.05,0.15
325,1,1.0,0.475
325,2,1.0,0.5125
325,3,1.0,0.5375
325,4,1.0,0.5125
325,5,0.5,0.4875
325,6,0.5,0.5375
325,7,0.45,0.5125
325,8,0.4,0.5
325,9,0.0,0.375
325,10,0.0,0.1625
326,1,0.4,0.525
326,2,0.4,0.475
326,3,0.25,0.4125
326,4,0.25,0.225
326,5,0.0,0.0125
326,6,0.0,0.0125
326,7,0.0,0.1
326,8,0.1,0.0
326,9,0.0,0.0375
326,10,0.0,0.1125
327,1,0.5,0.5
327,2,0.75,0.3875
327,3,0.6,0.325
327,4,0.75,0.1
327,5,0.0,0.0125
327,6,0.05,0.0
327,7,0.0,0.1
327,8,0.0,0.025
327,9,0.1,0.0125
327,10,0.0,0.1125
328,1,0.6,0.475
328,2,0.15,0.5375
328,3,0.05,0.4625
328,4,0.15,0.25
328,5,0.05,0.0
328,6,0.0,0.0125
328,7,0.4,0.0
328,8,0.0,0.025
328,9,0.05,0.025
328,10,0.45,0.0
329,1,1.0,0.375
329,2,1.0,0.325
329,3,1.0,0.225
329,4,0.0,0.2875
329,5,0.0,0.0125
329,6,0.0,0.0125
329,7,0.0,0.1
329,8,0.0,0.025
329,9,0.0,0.0375
329,10,0.0,0.1125
330,1,1.0,0.475
330,2,1.0,0.5375
330,3,1.0,0.6
330,4,1.0,0.4625
330,5,1.0,0.375
330,6,1.0,0.4375
330,7,1.0,0.325
330,8,1.0,0.2625
330,9,1.0,0.375
330,10,1.0,0.25
331,1,0.5,0.6
331,2,0.75,0.6
331,3,1.0,0.6
331,4,1.0,0.4625
331,5,1.0,0.375
331,6,1.0,0.4375
331,7,1.0,0.325
331,8,1.0,0.2625
331,9,1.0,0.375
331,10,1.0,0.25
332,1,0.4,0.625
332,2,0.4,0.6875
332,3,0.4,0.75
332,4,0.1,0.6875
332,5,0.25,0.5625
332,6,0.25,0.625
332,7,0.05,0.5625
332,8,0.05,0.5
332,9,0.0,0.625
332,10,0.0,0.5
333,1,1.0,0.475
333,2,1.0,0.5375
333,3,1.0,0.6
333,4,0.75,0.525
333,5,0.25,0.5625
333,6,0.5,0.5625
333,7,0.25,0.5125
333,8,0.0,0.5125
333,9,0.5,0.5
333,10,0.0,0.5
334,1,1.0,0.5625
334,2,1.0,0.3125
334,3,0.75,0.35
334,4,0.75,0.4375
334,5,0.0,0.1
334,6,0.5,0.425
334,7,0.5,0.4125
334,8,1.0,0.375
334,9,0.25,0.3375
334,10,0.5,0.0875
335,1,1.0,0.5625
335,2,0.25,0.5
335,3,0.25,0.475
335,4,0.5,0.5
335,5,0.25,0.0375
335,6,1.0,0.3
335,7,1.0,0.2875
335,8,0.25,0.5625
335,9,1.0,0.15
335,10,0.1,0.1875
336,1,0.25,0.75
336,2,0.5,0.4375
336,3,0.4,0.4375
336,4,0.25,0.5625
336,5,0.15,0.0625
336,6,0.35,0.4625
336,7,0.4,0.4375
336,8,0.25,0.5625
336,9,0.35,0.3125
336,10,0.25,0.15
337,1,1.0,0.5625
337,2,0.5,0.4375
337,3,0.75,0.35
337,4,1.0,0.375
337,5,0.0,0.1
337,6,0.35,0.4625
337,7,0.25,0.475
337,8,1.0,0.375
337,9,0.0,0.4
337,10,0.0,0.2125
338,1,0.4,0.375
339,1,1.0,0.225
340,1,0.5,0.35
341,1,0.0,0.475
342,1,0.25,0.3375
343,1,0.0,0.4
344,1,0.35,0.3125
345,1,1.0,0.15
346,1,0.5,0.75
347,1,1.0,0.625
348,1,1.0,0.625
349,1,1.0,0.625
350,1,0.5,0.275
351,1,0.45,0.2875
352,1,0.4,0.3
353,1,0.25,0.3375
354,1,0.75,0.1625
355,1,0.05,0.3375
356,1,0.0,0.35
357,1,0.6,0.2
358,1,0.0,0.6875
359,1,0.75,0.5
360,1,1.0,0.4375
361,1,1.0,0.4375
338,2,0.4,0.3625
339,2,1.0,0.2125
340,2,0.45,0.35
341,2,0.0,0.4625
342,2,0.4,0.35
343,2,0.0,0.45
344,2,0.4,0.35
345,2,1.0,0.2
